snapshot_id,product_id,snapshot_date,quantity_start_of_day,quantity_received,quantity_shipped,backorder_quantity,in_transit_quantity
34907,37,2024-06-28,511,157,50,30,155
34908,12,2024-03-12,330,95,125,46,22
34909,59,2024-04-22,596,162,35,45,40
34910,92,2024-11-20,834,113,118,50,51
34911,19,2024-11-11,719,81,14,31,165
34912,88,2024-02-25,757,123,82,40,13
34913,43,2024-03-23,795,139,9,29,9
34914,59,2024-05-28,354,98,146,1,22
34915,66,2024-04-28,712,124,72,37,25
34916,91,2024-09-20,188,195,31,23,65
34917,1,2024-02-11,710,126,38,3,110
34918,75,2024-02-20,616,102,132,43,158
34919,12,2024-03-17,690,6,91,1,196
34920,20,2024-11-16,545,179,92,10,156
34921,13,2024-04-12,684,160,18,11,59
34922,35,2024-06-21,805,11,97,46,176
34923,48,2024-08-23,732,136,14,26,93
34924,79,2024-04-01,781,194,49,42,138
34925,83,2024-10-07,962,112,100,22,74
34926,56,2024-05-11,580,8,136,42,73
34927,42,2024-08-15,16,31,28,35,82
34928,100,2024-08-29,732,34,90,20,147
34929,23,2024-05-08,825,160,54,46,191
34930,40,2024-03-26,656,117,143,13,137
34931,42,2024-12-06,361,95,44,47,150
34932,43,2024-01-02,397,4,56,22,5
34933,34,2024-05-25,77,151,47,7,40
34934,41,2024-08-09,585,16,12,50,71
34935,39,2024-10-29,1000,135,36,45,105
34936,19,2024-12-08,816,18,103,13,19
34937,18,2024-04-11,160,189,126,38,2
34938,100,2024-09-12,270,87,77,10,192
34939,79,2024-11-11,699,193,137,3,18
34940,10,2024-01-22,2,158,95,42,64
34941,23,2024-02-27,162,138,27,15,146
34942,54,2024-07-12,292,170,52,44,94
34943,47,2024-10-31,57,137,111,40,140
34944,66,2024-08-15,6,92,59,44,68
34945,6,2024-09-25,127,154,148,30,136
34946,29,2024-02-07,478,98,131,4,4
34947,19,2024-01-30,289,117,36,20,176
34948,49,2024-09-18,934,20,147,26,24
34949,37,2024-05-29,412,161,12,4,139
34950,48,2024-01-25,675,157,58,36,103
34951,11,2024-05-06,488,173,121,19,18
34952,97,2024-01-19,965,17,62,31,180
34953,71,2024-05-21,566,79,39,48,114
34954,26,2024-01-12,721,110,107,32,4
34955,61,2024-07-25,172,143,80,45,37
34956,52,2024-08-30,180,13,17,45,20
34957,43,2024-02-01,407,75,92,7,143
34958,67,2024-09-17,60,134,45,7,10
34959,33,2024-06-08,427,168,76,30,196
34960,99,2024-09-27,103,10,55,3,95
34961,91,2024-06-02,571,105,134,2,179
34962,37,2024-04-10,983,198,19,48,115
34963,11,2024-05-24,92,34,135,19,148
34964,44,2024-05-10,847,83,23,0,27
34965,39,2024-07-15,306,93,9,46,52
34966,64,2024-07-13,945,31,147,15,20
34967,77,2024-11-08,898,22,11,29,16
34968,100,2024-06-25,119,156,28,28,103
34969,79,2024-07-12,744,9,37,1,41
34970,40,2024-08-10,417,56,115,10,119
34971,84,2024-12-05,281,15,7,36,151
34972,26,2024-05-06,140,40,79,3,181
34973,84,2024-12-07,712,150,147,34,11
34974,62,2024-03-04,742,0,50,15,17
34975,87,2023-12-26,145,144,57,2,156
34976,43,2023-12-30,198,198,132,48,136
34977,80,2024-10-29,489,196,24,32,134
34978,83,2024-11-13,535,136,77,4,144
34979,94,2024-10-30,876,64,106,47,9
34980,48,2024-03-19,16,136,5,14,144
34981,65,2024-07-19,457,7,58,21,149
34982,66,2024-07-20,939,169,80,4,58
34983,18,2024-06-29,535,90,106,32,45
34984,38,2024-08-30,651,186,138,16,141
34985,11,2024-11-29,254,120,112,35,7
34986,20,2024-11-27,536,195,149,31,117
34987,90,2024-05-25,553,77,22,35,18
34988,41,2024-03-28,936,140,55,0,3
34989,39,2024-11-26,353,63,59,15,54
34990,57,2024-02-05,155,161,66,22,74
34991,44,2024-04-02,143,153,36,12,132
34992,52,2024-06-28,290,199,135,34,112
34993,10,2024-09-21,553,8,131,37,7
34994,56,2024-04-17,578,105,15,43,84
34995,49,2024-12-10,188,79,41,1,26
34996,41,2024-08-11,217,200,110,35,170
34997,17,2024-11-18,225,107,141,38,113
34998,22,2024-10-07,436,33,7,3,174
34999,18,2024-09-16,878,120,6,1,59
35000,55,2024-07-26,912,138,92,45,188
35001,51,2024-07-03,717,200,48,0,28
35002,30,2024-02-29,612,38,71,36,192
35003,29,2024-09-25,668,45,2,32,72
35004,25,2024-03-06,321,23,14,28,134
35005,46,2024-07-01,784,99,95,2,6
35006,57,2024-08-30,194,174,31,11,149
35007,33,2024-09-07,584,170,44,29,143
35008,89,2024-07-27,474,152,28,26,162
35009,65,2024-03-10,688,72,54,0,187
35010,74,2024-02-06,181,183,90,24,3
35011,70,2024-02-20,464,34,17,24,7
35012,18,2024-03-14,460,170,98,5,75
35013,8,2024-09-11,648,186,99,26,83
35014,29,2024-01-09,120,154,110,26,197
35015,83,2024-03-10,97,68,117,43,17
35016,6,2024-03-18,376,81,86,38,35
35017,19,2024-09-20,945,194,65,15,150
35018,82,2024-02-24,10,196,87,9,123
35019,77,2024-10-27,797,129,42,33,110
35020,6,2024-03-21,285,46,67,18,95
35021,60,2024-05-12,554,42,33,6,18
35022,7,2024-02-06,314,113,141,13,150
35023,95,2024-06-04,595,140,74,14,45
35024,18,2024-12-02,105,135,145,10,49
35025,32,2024-07-18,206,12,125,19,36
35026,28,2024-05-05,796,78,106,27,91
35027,19,2024-05-14,918,110,88,27,188
35028,58,2024-11-02,320,179,120,29,130
35029,94,2024-06-06,57,134,73,1,190
35030,76,2024-06-30,16,132,127,27,112
35031,11,2024-05-27,626,159,88,28,75
35032,92,2024-06-21,923,142,143,42,171
35033,14,2023-12-19,286,10,66,17,112
35034,34,2024-04-29,399,177,65,43,26
35035,34,2024-04-01,652,129,142,1,87
35036,62,2024-05-28,1,11,6,23,144
35037,2,2024-06-15,747,119,53,43,145
35038,23,2024-04-18,813,179,117,22,12
35039,71,2023-12-22,277,138,139,44,33
35040,68,2024-08-28,783,0,6,48,147
35041,8,2024-12-11,503,86,29,20,93
35042,36,2024-02-03,880,144,43,19,174
35043,3,2023-12-25,693,129,32,38,91
35044,38,2024-07-30,978,35,128,10,14
35045,60,2024-07-19,897,71,100,48,32
35046,30,2024-09-21,802,46,19,20,69
35047,21,2024-06-12,583,14,134,50,157
35048,42,2024-07-15,564,54,17,18,135
35049,80,2023-12-27,779,183,15,41,83
35050,69,2024-05-16,560,61,4,26,79
35051,87,2024-12-17,587,177,115,38,82
35052,84,2024-06-23,114,189,104,28,105
35053,34,2024-01-03,656,129,123,27,32
35054,55,2024-10-07,652,182,57,32,27
35055,80,2024-09-11,158,145,71,39,138
35056,26,2024-06-28,882,4,74,14,89
35057,52,2024-12-01,817,16,62,10,132
35058,80,2024-02-21,843,189,123,43,111
35059,3,2024-07-01,135,124,74,43,61
35060,86,2024-05-05,931,85,114,6,54
35061,79,2024-08-24,352,52,6,12,153
35062,81,2024-02-13,159,129,10,20,0
35063,8,2024-01-31,327,5,84,29,24
35064,49,2024-11-04,585,1,2,47,186
35065,26,2024-03-22,74,86,97,49,23
35066,13,2024-11-08,891,59,125,13,57
35067,13,2024-07-20,854,11,15,18,41
35068,76,2024-09-21,20,65,76,12,137
35069,57,2024-08-10,383,90,77,6,154
35070,84,2024-09-26,941,54,48,32,6
35071,33,2024-06-29,717,161,70,16,115
35072,74,2024-07-03,466,167,136,16,172
35073,69,2024-05-19,350,21,69,19,10
35074,54,2024-06-04,129,83,92,48,39
35075,49,2024-12-12,819,186,67,42,50
35076,60,2023-12-24,685,100,26,35,164
35077,21,2024-01-15,612,98,13,33,94
35078,57,2024-11-06,373,104,33,3,193
35079,90,2024-01-29,27,80,4,11,79
35080,18,2024-07-14,696,123,36,8,110
35081,40,2024-08-02,451,190,61,7,161
35082,27,2024-08-14,155,13,40,20,43
35083,9,2024-10-27,387,140,141,28,88
35084,23,2024-05-31,358,184,74,21,136
35085,6,2024-12-03,758,31,138,10,106
35086,39,2024-06-24,337,57,92,22,23
35087,53,2023-12-25,901,23,104,47,170
35088,65,2024-03-30,184,33,117,36,18
35089,80,2024-04-19,901,114,129,41,177
35090,27,2024-08-21,45,3,132,8,125
35091,93,2024-09-24,960,6,34,20,82
35092,65,2024-03-12,429,102,123,10,117
35093,22,2024-12-10,870,137,97,42,121
35094,44,2024-06-18,781,84,109,30,184
35095,19,2023-12-28,252,88,97,35,176
35096,23,2024-09-28,823,0,147,12,30
35097,48,2024-02-28,675,184,66,26,141
35098,10,2024-08-18,433,160,18,27,137
35099,56,2024-01-22,690,185,25,7,184
35100,16,2024-07-11,527,128,39,9,111
35101,51,2024-02-21,946,136,56,27,11
35102,5,2024-06-09,632,166,57,16,13
35103,99,2024-08-21,390,120,121,48,39
35104,8,2024-09-12,771,118,134,45,69
35105,73,2024-07-15,484,44,134,40,103
35106,46,2024-05-12,350,139,6,38,29
35107,66,2024-01-27,426,61,72,38,54
35108,74,2024-05-12,819,186,33,42,93
35109,66,2024-04-30,199,165,72,24,82
35110,12,2024-11-25,516,167,22,6,5
35111,32,2024-04-17,671,115,134,36,168
35112,79,2024-05-16,801,79,74,23,161
35113,13,2024-07-25,860,57,90,24,99
35114,64,2024-07-23,72,191,60,47,110
35115,78,2024-05-27,907,49,142,38,65
35116,40,2024-02-27,900,163,103,14,162
35117,57,2024-04-14,58,179,120,8,11
35118,95,2024-01-24,522,88,86,29,186
35119,80,2024-02-04,673,83,42,48,75
35120,30,2024-05-13,72,175,16,14,189
35121,69,2024-03-09,904,33,39,20,12
35122,4,2024-03-10,606,130,122,25,33
35123,43,2024-06-18,240,183,107,7,93
35124,97,2024-08-27,649,97,13,6,0
35125,34,2024-01-04,813,169,41,23,104
35126,88,2024-11-03,163,111,53,15,117
35127,92,2024-04-03,935,126,115,18,71
35128,37,2024-07-14,322,84,57,11,147
35129,25,2024-01-23,298,20,120,41,42
35130,52,2024-09-07,756,167,29,41,52
35131,90,2024-09-06,847,179,135,41,196
35132,20,2024-09-09,612,167,123,42,42
35133,29,2024-07-28,337,0,109,19,74
35134,96,2024-08-24,296,132,63,17,38
35135,18,2024-01-31,962,20,127,28,179
35136,53,2024-01-10,938,177,66,37,94
35137,84,2024-05-24,476,125,26,34,120
35138,34,2024-09-17,959,73,38,23,51
35139,48,2024-06-30,179,135,98,29,139
35140,84,2024-06-01,141,116,115,10,60
35141,10,2024-02-08,896,148,141,40,38
35142,92,2024-11-19,690,46,34,12,24
35143,38,2024-01-23,211,91,98,3,66
35144,56,2024-07-28,379,107,22,8,182
35145,97,2024-07-25,497,180,92,34,52
35146,9,2024-12-16,872,143,65,8,52
35147,40,2024-01-07,198,4,80,21,28
35148,13,2024-01-25,986,164,55,26,169
35149,76,2024-05-07,196,56,85,36,56
35150,15,2024-06-19,655,122,72,39,69
35151,1,2024-02-10,247,171,135,25,30
35152,96,2024-09-08,812,158,110,46,148
35153,3,2024-09-23,603,41,18,25,110
35154,31,2024-04-23,881,165,42,0,24
35155,50,2024-06-20,636,151,52,8,123
35156,55,2024-04-25,450,47,20,17,53
35157,92,2024-10-27,569,83,14,18,192
35158,39,2023-12-30,479,36,103,50,166
35159,33,2024-01-04,893,199,59,26,22
35160,93,2023-12-25,136,26,36,6,116
35161,61,2024-12-14,611,174,66,43,137
35162,49,2024-05-20,827,10,20,11,84
35163,23,2024-12-05,332,128,133,37,137
35164,59,2024-07-04,675,134,94,26,137
35165,22,2024-03-11,132,90,57,7,102
35166,68,2024-06-05,24,13,96,16,17
35167,55,2024-03-05,360,177,98,29,147
35168,14,2024-06-05,880,95,53,45,11
35169,21,2024-02-29,673,30,17,15,136
35170,13,2024-07-06,830,154,25,10,47
35171,90,2024-01-15,205,193,78,23,85
35172,20,2024-02-09,910,158,145,35,123
35173,73,2024-02-12,10,114,93,48,100
35174,62,2024-10-30,216,89,93,39,52
35175,91,2024-06-23,854,192,99,19,68
35176,59,2024-06-27,447,165,142,6,84
35177,48,2024-03-01,786,76,82,7,109
35178,58,2024-08-11,784,127,113,38,171
35179,28,2024-11-14,906,129,126,43,107
35180,93,2024-11-16,881,71,104,45,72
35181,44,2024-03-11,504,131,33,37,48
35182,6,2024-08-12,927,119,38,31,85
35183,4,2024-11-06,921,80,140,23,183
35184,27,2024-08-14,363,172,10,31,46
35185,47,2024-06-19,328,12,11,39,68
35186,45,2024-09-18,704,101,113,20,87
35187,93,2024-10-23,28,189,103,21,37
35188,52,2024-10-22,136,157,57,7,150
35189,24,2024-09-14,865,78,136,15,75
35190,51,2024-07-29,660,80,44,5,185
35191,48,2024-07-07,690,79,114,29,131
35192,78,2024-04-09,588,27,90,33,157
35193,1,2024-03-26,18,69,41,27,92
35194,22,2024-08-08,42,23,100,29,75
35195,56,2024-06-29,29,47,37,10,67
35196,12,2024-08-03,96,29,27,13,128
35197,20,2024-12-06,813,187,11,49,132
35198,21,2024-11-06,742,81,122,27,60
35199,39,2024-01-17,541,120,41,20,84
35200,22,2024-07-26,554,120,28,0,44
35201,77,2024-02-09,631,139,5,2,162
35202,3,2024-05-16,767,44,0,30,77
35203,100,2024-08-12,96,146,88,37,35
35204,56,2024-01-04,392,34,125,2,173
35205,38,2024-05-19,171,134,141,19,137
35206,26,2024-12-08,734,183,25,4,116
35207,66,2024-08-05,303,15,72,21,185
35208,10,2024-11-16,921,143,71,50,72
35209,28,2024-01-06,444,183,136,35,103
35210,1,2024-12-08,691,37,49,49,31
35211,71,2024-03-02,586,41,97,14,75
35212,28,2024-10-18,392,80,79,14,162
35213,3,2023-12-24,516,20,99,27,30
35214,42,2024-01-19,746,177,137,44,78
35215,38,2024-06-06,431,67,132,46,57
35216,58,2024-01-01,776,68,30,50,9
35217,42,2024-04-20,458,50,75,18,98
35218,40,2024-12-02,486,66,39,37,16
35219,78,2024-11-06,542,83,22,16,67
35220,49,2024-02-15,81,193,92,12,80
35221,60,2024-07-11,827,133,38,43,66
35222,25,2024-04-25,727,29,33,7,10
35223,16,2024-08-05,354,51,132,45,197
35224,33,2024-12-09,955,55,127,27,131
35225,12,2024-07-15,964,49,99,32,26
35226,74,2024-03-25,606,140,90,40,69
35227,13,2024-03-08,662,144,142,46,43
35228,17,2024-04-28,275,58,141,32,117
35229,43,2024-12-03,553,172,136,4,135
35230,38,2024-11-28,475,25,26,36,156
35231,13,2024-03-18,868,120,99,40,165
35232,14,2024-09-22,130,37,130,40,183
35233,95,2024-07-09,993,24,98,15,75
35234,73,2024-02-13,55,65,25,13,185
35235,69,2023-12-21,170,126,81,50,23
35236,81,2024-06-07,871,85,88,30,118
35237,10,2024-03-22,599,51,36,2,5
35238,53,2024-03-19,951,3,64,40,188
35239,56,2024-07-29,56,49,130,38,3
35240,76,2024-10-13,971,68,59,43,135
35241,33,2024-09-11,927,114,145,31,77
35242,85,2024-10-21,469,76,94,39,39
35243,22,2024-03-07,254,8,91,46,58
35244,14,2024-10-16,191,58,51,0,83
35245,93,2024-09-25,917,46,39,28,88
35246,28,2024-03-27,59,119,92,49,150
35247,26,2024-04-09,417,179,14,48,41
35248,45,2024-09-14,323,14,69,48,30
35249,79,2024-07-03,782,11,145,36,154
35250,64,2024-10-16,19,125,19,50,8
35251,50,2024-06-08,192,1,21,39,123
35252,14,2024-02-15,200,21,127,0,59
35253,69,2024-05-17,754,171,0,28,105
35254,94,2024-06-19,172,189,83,15,141
35255,11,2024-09-02,101,164,67,49,87
35256,16,2024-04-30,197,110,87,0,103
35257,46,2024-11-17,967,117,98,21,91
35258,83,2024-02-26,398,139,32,41,142
35259,99,2024-11-21,571,78,56,21,134
35260,15,2024-08-24,108,31,47,32,166
35261,89,2024-06-06,544,93,34,12,146
35262,38,2024-05-02,578,24,51,28,198
35263,17,2024-05-20,179,181,14,33,136
35264,78,2024-05-19,254,0,3,5,196
35265,74,2024-07-05,260,32,137,25,117
35266,31,2024-11-29,815,101,54,46,46
35267,78,2024-09-17,555,19,60,9,33
35268,81,2024-04-19,943,36,57,42,55
35269,54,2024-02-28,538,192,102,6,97
35270,88,2024-01-17,74,66,104,50,186
35271,25,2024-05-25,546,133,102,35,116
35272,90,2024-11-26,437,16,146,25,196
35273,76,2024-02-17,818,138,121,35,86
35274,11,2024-12-08,977,57,85,42,124
35275,91,2024-03-13,270,196,113,27,159
35276,19,2024-08-20,946,26,55,40,142
35277,80,2024-07-17,254,198,4,3,94
35278,66,2024-04-26,762,30,32,7,183
35279,70,2024-02-08,914,50,78,15,176
35280,17,2024-05-28,26,158,32,8,141
35281,24,2024-08-21,247,53,104,23,154
35282,68,2024-04-21,574,189,65,11,139
35283,26,2024-05-20,455,71,2,20,171
35284,12,2024-06-02,293,41,70,36,113
35285,32,2024-11-08,277,65,38,30,112
35286,35,2024-03-27,702,102,88,8,111
35287,64,2024-07-07,597,40,67,7,31
35288,78,2024-10-08,298,56,29,28,11
35289,38,2024-02-24,558,168,73,31,101
35290,50,2024-11-29,204,38,127,7,39
35291,67,2024-03-08,702,163,3,14,192
35292,9,2024-01-01,819,48,50,1,18
35293,51,2024-05-19,645,81,39,17,71
35294,64,2024-09-20,998,56,87,43,73
35295,31,2024-08-24,702,60,84,17,192
35296,87,2024-04-10,249,150,34,24,176
35297,12,2024-08-18,283,64,113,2,65
35298,18,2024-10-10,535,88,149,27,193
35299,60,2024-08-22,744,155,19,11,164
35300,37,2024-09-24,593,181,52,9,71
35301,17,2024-08-08,611,128,40,49,67
35302,21,2024-04-15,771,182,12,14,75
35303,62,2024-03-20,671,69,9,19,49
35304,42,2024-06-29,663,97,105,44,0
35305,51,2024-06-01,18,141,137,9,53
35306,55,2024-06-26,973,70,144,33,118
35307,30,2024-07-06,934,82,25,8,68
35308,32,2024-07-21,118,148,97,46,18
35309,22,2024-11-22,762,154,108,48,101
35310,85,2024-01-10,913,140,36,37,193
35311,76,2024-05-13,97,30,51,13,162
35312,27,2024-06-18,509,177,127,3,42
35313,20,2024-05-25,806,47,149,46,91
35314,4,2024-03-08,539,1,118,36,107
35315,100,2024-02-22,794,80,62,7,81
35316,37,2024-10-13,314,74,103,31,6
35317,33,2024-06-29,84,27,40,33,24
35318,1,2024-04-04,823,114,81,25,73
35319,43,2024-08-15,418,138,31,28,69
35320,65,2024-07-19,581,123,20,17,92
35321,48,2024-01-22,704,63,144,9,31
35322,80,2024-08-30,615,32,149,44,189
35323,50,2024-11-19,960,24,100,46,78
35324,4,2024-07-09,369,168,67,43,49
35325,60,2024-08-28,968,166,49,14,198
35326,10,2024-10-04,430,103,131,0,21
35327,18,2024-09-24,615,65,139,41,38
35328,78,2024-01-14,357,11,26,8,138
35329,69,2024-07-02,491,40,138,26,58
35330,36,2024-09-02,391,177,79,46,160
35331,3,2024-04-13,699,145,125,39,41
35332,25,2024-06-24,318,43,144,35,169
35333,65,2023-12-30,671,153,108,39,169
35334,90,2024-05-24,29,2,10,34,40
35335,59,2024-03-25,552,97,102,48,114
35336,35,2024-01-18,143,2,12,10,153
35337,5,2024-01-03,104,102,75,15,83
35338,87,2024-08-13,618,20,64,27,170
35339,34,2024-02-02,370,42,42,44,180
35340,66,2024-09-10,685,181,40,25,66
35341,5,2024-03-15,788,181,40,20,48
35342,89,2024-05-12,924,184,52,46,163
35343,86,2024-05-05,195,62,89,24,157
35344,51,2024-09-05,415,115,144,12,152
35345,79,2024-01-04,503,51,9,50,126
35346,28,2024-06-18,701,88,125,48,91
35347,29,2024-10-14,699,80,130,50,2
35348,25,2024-11-19,6,121,68,12,87
35349,65,2024-03-27,758,61,38,21,124
35350,33,2023-12-27,339,106,93,50,96
35351,24,2024-05-27,646,200,80,0,166
35352,54,2024-04-19,457,192,50,42,58
35353,44,2024-03-04,853,153,58,15,194
35354,77,2023-12-31,667,20,72,1,107
35355,61,2024-11-19,426,180,126,0,132
35356,2,2024-03-18,664,136,3,2,91
35357,47,2024-03-01,294,4,9,28,14
35358,40,2024-04-03,157,147,16,18,20
35359,53,2024-11-27,307,94,44,21,94
35360,16,2024-06-15,270,183,25,32,42
35361,95,2024-07-06,388,101,74,23,104
35362,13,2024-06-14,922,168,51,16,168
35363,52,2024-04-05,333,1,97,2,23
35364,16,2023-12-20,123,198,15,44,41
35365,36,2024-08-04,730,172,102,47,36
35366,77,2024-11-30,350,20,128,11,5
35367,35,2024-05-09,206,44,120,41,99
35368,38,2024-02-29,733,98,11,46,154
35369,4,2024-07-04,544,64,27,35,38
35370,83,2024-09-05,170,111,119,34,119
35371,69,2024-08-21,474,168,63,12,101
35372,55,2024-05-16,47,147,33,16,163
35373,17,2024-07-13,378,132,87,19,54
35374,34,2024-04-03,169,15,25,21,192
35375,36,2024-02-23,580,5,54,9,13
35376,99,2024-05-12,297,189,108,41,103
35377,36,2024-07-15,295,170,88,30,168
35378,97,2024-10-02,172,89,94,26,85
35379,88,2024-02-07,895,61,89,45,26
35380,91,2024-03-08,920,27,114,25,131
35381,43,2024-04-05,170,83,60,18,195
35382,78,2024-01-01,335,189,26,21,133
35383,79,2024-10-13,945,112,112,26,110
35384,86,2024-10-09,32,41,19,47,143
35385,24,2024-10-18,100,114,54,27,55
35386,52,2024-12-08,177,10,96,48,11
35387,14,2024-01-28,286,44,91,11,118
35388,24,2024-05-23,860,175,57,40,191
35389,73,2023-12-23,851,192,133,2,20
35390,64,2024-10-27,48,49,74,6,150
35391,14,2024-02-20,589,47,95,6,187
35392,15,2024-04-08,172,136,123,37,13
35393,67,2024-09-04,931,71,52,3,137
35394,25,2024-12-15,332,93,92,18,33
35395,87,2024-10-30,552,98,72,28,137
35396,67,2024-10-27,131,137,73,2,0
35397,19,2024-08-21,98,70,21,47,85
35398,85,2024-05-31,293,110,57,29,8
35399,80,2023-12-26,437,175,78,50,187
35400,79,2024-04-14,699,81,80,32,132
35401,7,2024-09-21,298,43,8,15,186
35402,70,2024-01-15,190,183,98,15,76
35403,64,2024-01-17,725,159,14,40,110
35404,16,2024-08-01,897,113,129,5,43
35405,1,2024-05-01,808,82,17,1,121
35406,25,2024-01-08,245,166,109,36,155
35407,10,2024-11-04,89,188,46,30,33
35408,93,2024-03-19,725,38,85,21,129
35409,16,2024-09-12,905,179,20,8,32
35410,34,2024-03-26,378,102,90,38,36
35411,88,2024-05-24,467,140,11,39,110
35412,3,2024-05-29,713,12,68,7,26
35413,94,2024-05-03,558,197,80,32,81
35414,8,2024-01-06,335,112,11,18,176
35415,24,2024-07-27,759,16,110,9,58
35416,16,2024-07-04,442,20,128,29,22
35417,31,2024-04-25,220,192,27,6,186
35418,56,2024-03-24,182,133,31,44,107
35419,15,2024-02-01,740,187,1,10,46
35420,38,2024-08-20,316,80,65,4,119
35421,3,2024-08-31,56,169,24,6,120
35422,8,2024-09-10,480,27,33,16,179
35423,65,2024-03-27,271,57,83,4,46
35424,63,2024-08-11,304,70,108,27,36
35425,48,2024-08-13,929,21,122,22,189
35426,54,2024-11-23,681,146,75,41,55
35427,95,2024-10-15,225,27,142,2,85
35428,85,2024-03-28,125,41,58,27,193
35429,75,2024-04-24,999,92,91,4,86
35430,96,2024-01-31,641,17,135,30,103
35431,28,2024-12-14,996,141,15,14,114
35432,21,2024-12-17,287,47,64,26,82
35433,86,2024-04-25,188,171,40,22,165
35434,49,2024-04-28,182,43,116,37,119
35435,2,2024-01-26,542,119,35,48,157
35436,94,2024-10-22,184,48,62,15,192
35437,9,2024-05-02,519,37,6,16,78
35438,21,2024-04-29,213,63,34,8,146
35439,51,2024-06-11,187,150,117,25,70
35440,34,2024-02-23,986,178,82,17,105
35441,37,2024-01-21,482,117,22,20,162
35442,61,2024-08-05,764,129,104,30,70
35443,100,2024-02-03,738,145,56,16,164
35444,19,2024-05-21,692,151,148,37,82
35445,13,2024-03-19,674,190,80,25,39
35446,42,2024-02-25,672,101,28,40,73
35447,77,2024-03-03,383,131,40,3,150
35448,72,2024-09-13,157,55,62,16,48
35449,49,2024-03-07,160,102,145,20,199
35450,28,2024-06-15,57,175,10,5,99
35451,9,2024-07-14,707,8,36,38,21
35452,21,2024-01-06,58,189,92,21,181
35453,88,2024-04-21,976,187,4,23,125
35454,31,2024-06-09,687,115,4,15,181
35455,69,2024-01-05,205,66,42,1,17
35456,91,2024-07-19,967,183,31,5,45
35457,72,2023-12-28,195,5,35,13,174
35458,80,2024-09-05,974,13,60,31,22
35459,48,2024-10-29,385,178,58,49,33
35460,70,2024-01-02,695,66,52,21,58
35461,77,2024-06-22,500,139,107,37,171
35462,41,2024-04-16,900,151,30,28,182
35463,80,2023-12-19,991,191,140,6,29
35464,15,2024-07-06,265,105,67,50,109
35465,40,2024-05-28,330,160,63,22,129
35466,47,2024-03-05,518,28,61,10,192
35467,32,2024-01-03,471,65,150,45,35
35468,62,2024-09-05,961,178,136,12,30
35469,96,2024-09-10,119,96,138,49,174
35470,66,2024-10-10,535,135,70,4,115
35471,56,2024-11-17,231,143,144,1,165
35472,10,2024-04-01,348,29,135,42,173
35473,98,2024-07-29,788,181,98,41,176
35474,78,2024-03-01,6,20,36,8,169
35475,88,2024-10-18,169,69,4,11,5
35476,100,2024-08-16,736,196,15,27,112
35477,100,2024-11-04,137,184,22,18,26
35478,77,2024-01-09,469,114,55,48,149
35479,67,2024-04-17,394,2,18,26,190
35480,70,2024-07-18,538,13,63,50,150
35481,44,2024-02-26,27,57,118,25,24
35482,79,2024-06-07,816,31,97,47,67
35483,41,2024-07-16,656,181,129,32,130
35484,64,2024-09-16,255,160,125,47,44
35485,97,2024-11-05,521,110,65,33,147
35486,26,2024-12-06,216,167,53,4,125
35487,32,2024-03-09,657,25,73,13,78
35488,75,2024-06-15,436,138,141,16,178
35489,76,2024-08-25,442,191,48,43,182
35490,61,2024-06-22,131,183,109,7,137
35491,64,2024-01-10,436,138,149,10,10
35492,67,2024-09-06,333,131,25,25,101
35493,40,2024-07-20,603,97,37,35,23
35494,81,2024-07-12,447,119,148,1,166
35495,82,2023-12-23,468,175,144,5,112
35496,91,2024-08-26,367,174,63,1,138
35497,86,2024-06-23,859,124,64,36,189
35498,49,2024-08-31,436,119,3,8,122
35499,86,2024-12-09,949,78,3,36,86
35500,91,2024-03-05,43,123,141,35,40
35501,63,2024-12-10,419,122,113,17,161
35502,88,2024-02-15,592,130,20,13,51
35503,42,2024-07-17,884,71,57,9,68
35504,39,2024-02-16,664,157,67,24,153
35505,20,2024-07-01,795,22,6,31,61
35506,58,2024-01-20,524,119,131,1,23
35507,29,2024-03-22,595,180,51,17,125
35508,50,2024-02-07,132,40,118,49,175
35509,54,2024-02-26,669,29,56,13,27
35510,30,2024-05-11,289,11,144,4,140
35511,65,2024-09-28,832,23,17,26,123
35512,94,2024-05-03,304,29,44,32,82
35513,100,2024-10-04,199,165,145,9,162
35514,36,2024-01-30,43,133,150,45,73
35515,80,2024-10-05,343,107,56,50,121
35516,34,2024-10-28,685,64,35,21,98
35517,44,2024-05-09,902,112,108,42,112
35518,65,2024-10-09,697,67,25,8,39
35519,42,2024-04-12,397,70,36,47,114
35520,90,2024-09-08,576,2,52,29,127
35521,33,2024-11-28,434,112,135,50,52
35522,73,2024-01-12,509,33,5,16,48
35523,21,2024-12-04,164,49,107,38,41
35524,29,2024-05-27,962,47,34,36,141
35525,81,2024-12-13,737,129,73,34,72
35526,60,2023-12-20,955,53,8,13,162
35527,60,2024-08-24,455,183,22,47,166
35528,19,2024-09-12,984,125,114,16,51
35529,47,2024-10-15,319,194,98,8,35
35530,70,2023-12-19,495,23,123,39,182
35531,34,2024-05-21,160,146,42,46,64
35532,60,2024-05-07,456,102,39,16,127
35533,12,2024-11-19,570,108,145,37,112
35534,32,2024-11-19,19,98,7,5,195
35535,71,2024-04-21,455,131,131,4,140
35536,36,2024-09-14,303,114,61,50,18
35537,26,2024-06-03,915,88,134,33,81
35538,49,2024-08-10,62,117,8,50,95
35539,71,2024-02-28,864,144,128,29,166
